date_utc,residence,badge,logements,erreur
2026-07-07 08:30,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 08:30,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-07 08:30,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 09:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-07 09:01,Fac-Habitat Hortense Wild (Châtillon),Dispo à venir,T1=Complet,-
2026-07-07 09:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 09:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-07 09:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 09:30,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-07 09:30,Fac-Habitat Hortense Wild (Châtillon),Dispo à venir,T1=Complet,-
2026-07-07 09:30,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 09:30,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-07 09:30,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 10:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-07 10:01,Fac-Habitat Hortense Wild (Châtillon),Dispo à venir,T1=Complet,-
2026-07-07 10:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 10:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-07 10:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 10:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-07 10:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-07 10:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-07 10:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-07 10:31,Fac-Habitat Hortense Wild (Châtillon),Dispo à venir,T1=Complet,-
2026-07-07 10:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 10:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-07 10:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 10:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-07 10:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-07 10:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-07 11:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-07 11:01,Fac-Habitat Hortense Wild (Châtillon),Dispo à venir,T1=Complet,-
2026-07-07 11:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 11:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-07 11:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 11:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-07 11:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-07 11:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-07 11:18,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-07 11:18,Fac-Habitat Hortense Wild (Châtillon),Dispo à venir,T1=Complet,-
2026-07-07 11:18,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 11:18,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-07 11:18,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 11:18,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-07 11:18,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-07 11:18,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-07 11:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-07 11:31,Fac-Habitat Hortense Wild (Châtillon),Dispo à venir,T1=Complet,-
2026-07-07 11:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 11:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-07 11:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 11:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-07 11:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-07 11:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-07 12:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-07 12:01,Fac-Habitat Hortense Wild (Châtillon),Dispo à venir,T1=Complet,-
2026-07-07 12:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 12:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-07 12:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 12:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-07 12:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-07 12:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-07 12:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-07 12:31,Fac-Habitat Hortense Wild (Châtillon),Dispo à venir,T1=Complet,-
2026-07-07 12:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 12:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-07 12:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 12:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-07 12:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-07 12:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-07 13:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-07 13:01,Fac-Habitat Hortense Wild (Châtillon),Dispo à venir,T1=Complet,-
2026-07-07 13:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 13:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-07 13:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 13:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-07 13:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-07 13:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-07 13:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-07 13:31,Fac-Habitat Hortense Wild (Châtillon),Dispo à venir,T1=Complet,-
2026-07-07 13:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 13:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-07 13:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 13:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-07 13:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-07 13:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-07 14:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-07 14:01,Fac-Habitat Hortense Wild (Châtillon),Dispo à venir,T1=Complet,-
2026-07-07 14:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 14:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-07 14:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 14:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-07 14:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-07 14:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-07 14:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-07 14:31,Fac-Habitat Hortense Wild (Châtillon),Dispo à venir,T1=Complet,-
2026-07-07 14:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 14:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-07 14:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 14:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-07 14:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-07 14:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-07 15:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-07 15:01,Fac-Habitat Hortense Wild (Châtillon),Dispo à venir,T1=Complet,-
2026-07-07 15:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 15:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-07 15:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 15:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-07 15:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-07 15:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-07 15:10,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-07 15:10,Fac-Habitat Hortense Wild (Châtillon),Dispo à venir,T1=Complet,-
2026-07-07 15:10,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 15:10,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-07 15:10,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 15:10,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-07 15:10,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-07 15:10,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-07 15:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-07 15:31,Fac-Habitat Hortense Wild (Châtillon),Dispo à venir,T1=Complet,-
2026-07-07 15:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 15:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-07 15:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 15:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-07 15:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-07 15:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-07 16:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-07 16:01,Fac-Habitat Hortense Wild (Châtillon),Dispo à venir,T1=Complet,-
2026-07-07 16:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 16:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-07 16:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 16:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-07 16:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-07 16:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-07 16:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-07 16:31,Fac-Habitat Hortense Wild (Châtillon),Dispo à venir,T1=Complet,-
2026-07-07 16:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 16:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-07 16:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 16:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-07 16:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-07 16:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-07 17:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-07 17:01,Fac-Habitat Hortense Wild (Châtillon),Dispo à venir,T1=Complet,-
2026-07-07 17:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 17:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-07 17:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 17:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-07 17:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-07 17:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-07 17:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-07 17:31,Fac-Habitat Hortense Wild (Châtillon),Dispo à venir,T1=Complet,-
2026-07-07 17:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 17:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-07 17:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 17:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-07 17:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-07 17:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-07 18:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-07 18:01,Fac-Habitat Hortense Wild (Châtillon),Dispo à venir,T1=Complet,-
2026-07-07 18:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 18:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-07 18:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 18:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-07 18:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-07 18:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-07 18:16,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-07 18:16,Fac-Habitat Hortense Wild (Châtillon),Dispo à venir,T1=Complet,-
2026-07-07 18:16,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 18:16,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-07 18:16,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 18:16,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-07 18:16,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-07 18:16,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-07 18:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-07 18:31,Fac-Habitat Hortense Wild (Châtillon),Dispo à venir,T1=Complet,-
2026-07-07 18:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 18:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-07 18:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 18:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-07 18:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-07 18:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-07 19:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-07 19:01,Fac-Habitat Hortense Wild (Châtillon),Dispo à venir,T1=Complet,-
2026-07-07 19:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 19:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-07 19:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 19:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-07 19:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-07 19:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-07 19:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-07 19:31,Fac-Habitat Hortense Wild (Châtillon),Dispo à venir,T1=Complet,-
2026-07-07 19:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 19:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-07 19:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 19:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-07 19:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-07 19:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-07 20:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-07 20:01,Fac-Habitat Hortense Wild (Châtillon),Dispo à venir,T1=Complet,-
2026-07-07 20:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 20:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-07 20:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 20:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-07 20:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-07 20:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-07 20:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-07 20:31,Fac-Habitat Hortense Wild (Châtillon),Dispo à venir,T1=Complet,-
2026-07-07 20:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 20:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-07 20:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 20:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-07 20:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-07 20:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-07 21:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-07 21:01,Fac-Habitat Hortense Wild (Châtillon),Dispo à venir,T1=Complet,-
2026-07-07 21:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 21:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-07 21:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 21:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-07 21:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-07 21:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-07 21:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-07 21:31,Fac-Habitat Hortense Wild (Châtillon),Dispo à venir,T1=Complet,-
2026-07-07 21:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 21:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-07 21:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 21:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-07 21:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-07 21:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-07 21:38,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-07 21:38,Fac-Habitat Hortense Wild (Châtillon),Dispo à venir,T1=Complet,-
2026-07-07 21:38,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 21:38,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-07 21:38,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 21:38,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-07 21:38,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-07 21:38,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-07 22:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-07 22:01,Fac-Habitat Hortense Wild (Châtillon),Dispo à venir,T1=Complet,-
2026-07-07 22:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 22:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-07 22:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 22:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-07 22:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-07 22:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-07 22:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-07 22:31,Fac-Habitat Hortense Wild (Châtillon),Dispo à venir,T1=Complet,-
2026-07-07 22:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 22:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-07 22:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 22:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-07 22:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-07 22:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-07 23:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-07 23:01,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-07 23:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 23:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-07 23:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 23:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-07 23:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-07 23:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-07 23:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-07 23:31,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-07 23:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-07 23:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
