date_utc,residence,badge,logements,erreur
2026-07-08 14:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 14:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 14:37,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 14:37,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 14:37,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 14:37,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 14:37,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 14:37,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 14:37,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 14:37,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 15:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 15:01,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 15:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 15:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 15:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 15:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 15:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 15:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 15:02,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 15:02,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 15:02,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 15:02,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 15:02,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 15:02,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 15:02,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 15:02,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 15:02,Studefi Arcueil - Joliot-Curie,Complet,-,-
2026-07-08 15:02,Studefi Paris 18e - Évariste Galois,Complet,-,-
2026-07-08 15:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 15:31,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 15:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 15:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 15:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 15:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 15:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 15:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 15:31,Studefi Arcueil - Joliot-Curie,Complet,-,-
2026-07-08 15:31,Studefi Paris 18e - Évariste Galois,Complet,-,-
2026-07-08 16:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 16:01,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 16:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 16:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 16:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 16:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 16:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 16:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 16:01,Studefi Arcueil - Joliot-Curie,Complet,-,-
2026-07-08 16:01,Studefi Paris 18e - Évariste Galois,Complet,-,-
2026-07-08 16:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 16:31,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 16:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 16:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 16:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 16:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 16:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 16:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 16:31,Studefi Arcueil - Joliot-Curie,Inconnu,-,<urlopen error timed out>
2026-07-08 16:31,Studefi Paris 18e - Évariste Galois,Inconnu,-,<urlopen error timed out>
2026-07-08 17:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 17:01,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 17:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 17:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 17:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 17:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 17:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 17:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 17:01,Studefi Arcueil - Joliot-Curie,Complet,-,-
2026-07-08 17:01,Studefi Paris 18e - Évariste Galois,Complet,-,-
2026-07-08 17:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 17:31,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 17:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 17:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 17:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 17:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 17:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 17:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 17:31,Studefi Arcueil - Joliot-Curie,Complet,-,-
2026-07-08 17:31,Studefi Paris 18e - Évariste Galois,Complet,-,-
2026-07-08 17:50,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 17:50,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 17:50,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 17:50,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 17:50,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 17:50,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 17:50,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 17:50,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 17:50,Studefi Arcueil - Joliot-Curie,Complet,-,-
2026-07-08 17:50,Studefi Paris 18e - Évariste Galois,Complet,-,-
2026-07-08 18:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 18:01,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 18:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 18:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 18:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 18:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 18:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 18:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 18:01,Studefi Arcueil - Joliot-Curie,Inconnu,-,<urlopen error timed out>
2026-07-08 18:01,Studefi Paris 18e - Évariste Galois,Inconnu,-,<urlopen error timed out>
2026-07-08 18:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 18:31,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 18:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 18:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 18:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 18:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 18:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 18:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 18:31,Studefi Arcueil - Joliot-Curie,Complet,-,-
2026-07-08 18:31,Studefi Paris 18e - Évariste Galois,Complet,-,-
2026-07-08 19:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 19:01,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 19:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 19:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 19:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 19:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 19:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 19:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 19:01,Studefi Arcueil - Joliot-Curie,Complet,-,-
2026-07-08 19:01,Studefi Paris 18e - Évariste Galois,Complet,-,-
2026-07-08 19:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 19:31,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 19:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 19:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 19:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 19:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 19:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 19:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 19:31,Studefi Arcueil - Joliot-Curie,Complet,-,-
2026-07-08 19:31,Studefi Paris 18e - Évariste Galois,Complet,-,-
2026-07-08 20:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 20:01,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 20:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 20:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 20:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 20:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 20:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 20:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 20:01,Studefi Arcueil - Joliot-Curie,Inconnu,-,<urlopen error timed out>
2026-07-08 20:01,Studefi Paris 18e - Évariste Galois,Inconnu,-,<urlopen error timed out>
2026-07-08 20:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 20:31,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 20:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 20:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 20:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 20:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 20:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 20:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 20:31,Studefi Arcueil - Joliot-Curie,Inconnu,-,<urlopen error timed out>
2026-07-08 20:31,Studefi Paris 18e - Évariste Galois,Inconnu,-,<urlopen error timed out>
2026-07-08 21:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 21:01,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 21:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 21:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 21:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 21:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 21:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 21:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 21:01,Studefi Arcueil - Joliot-Curie,Inconnu,-,<urlopen error timed out>
2026-07-08 21:01,Studefi Paris 18e - Évariste Galois,Inconnu,-,<urlopen error timed out>
2026-07-08 21:21,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 21:21,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 21:21,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 21:21,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 21:21,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 21:21,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 21:21,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 21:21,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 21:21,Studefi Arcueil - Joliot-Curie,Complet,-,-
2026-07-08 21:21,Studefi Paris 18e - Évariste Galois,Complet,-,-
2026-07-08 21:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 21:31,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 21:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 21:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 21:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 21:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 21:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 21:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 21:31,Studefi Arcueil - Joliot-Curie,Complet,-,-
2026-07-08 21:31,Studefi Paris 18e - Évariste Galois,Complet,-,-
2026-07-08 22:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 22:01,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 22:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 22:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 22:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 22:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 22:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 22:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 22:01,Studefi Arcueil - Joliot-Curie,Inconnu,-,<urlopen error timed out>
2026-07-08 22:01,Studefi Paris 18e - Évariste Galois,Inconnu,-,<urlopen error timed out>
2026-07-08 22:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 22:31,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 22:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 22:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 22:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 22:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 22:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 22:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 22:31,Studefi Arcueil - Joliot-Curie,Complet,-,-
2026-07-08 22:31,Studefi Paris 18e - Évariste Galois,Complet,-,-
2026-07-08 23:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Complet,T1=Complet,-
2026-07-08 23:01,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 23:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 23:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 23:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 23:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 23:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 23:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 23:01,Studefi Arcueil - Joliot-Curie,Complet,-,-
2026-07-08 23:01,Studefi Paris 18e - Évariste Galois,Complet,-,-
2026-07-09 00:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Complet,T1=Complet,-
2026-07-09 00:01,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-09 00:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-09 00:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-09 00:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-09 00:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-09 00:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-09 00:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-09 00:01,Studefi Arcueil - Joliot-Curie,Inconnu,-,<urlopen error timed out>
2026-07-09 00:01,Studefi Paris 18e - Évariste Galois,Inconnu,-,<urlopen error timed out>
2026-07-09 00:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Complet,T1=Complet,-
2026-07-09 00:31,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-09 00:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-09 00:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-09 00:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-09 00:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-09 00:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-09 00:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-09 00:31,Studefi Arcueil - Joliot-Curie,Complet,-,-
2026-07-09 00:31,Studefi Paris 18e - Évariste Galois,Complet,-,-
2026-07-09 01:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Complet,T1=Complet,-
2026-07-09 01:01,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-09 01:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-09 01:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-09 01:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-09 01:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-09 01:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-09 01:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-09 01:01,Studefi Arcueil - Joliot-Curie,Inconnu,-,<urlopen error timed out>
2026-07-09 01:01,Studefi Paris 18e - Évariste Galois,Inconnu,-,<urlopen error timed out>
2026-07-09 01:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Complet,T1=Complet,-
2026-07-09 01:31,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-09 01:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-09 01:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-09 01:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-09 01:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-09 01:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-09 01:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-09 01:31,Studefi Arcueil - Joliot-Curie,Complet,-,-
2026-07-09 01:31,Studefi Paris 18e - Évariste Galois,Complet,-,-
2026-07-09 02:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Complet,T1=Complet,-
2026-07-09 02:01,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-09 02:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-09 02:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-09 02:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-09 02:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-09 02:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-09 02:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-09 02:01,Studefi Arcueil - Joliot-Curie,Complet,-,-
2026-07-09 02:01,Studefi Paris 18e - Évariste Galois,Complet,-,-
2026-07-09 02:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Complet,T1=Complet,-
2026-07-09 02:31,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-09 02:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-09 02:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-09 02:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-09 02:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-09 02:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-09 02:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-09 02:31,Studefi Arcueil - Joliot-Curie,Complet,-,-
2026-07-09 02:31,Studefi Paris 18e - Évariste Galois,Complet,-,-
2026-07-09 03:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Complet,T1=Complet,-
2026-07-09 03:01,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-09 03:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-09 03:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-09 03:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-09 03:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-09 03:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-09 03:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-09 03:01,Studefi Arcueil - Joliot-Curie,Inconnu,-,<urlopen error timed out>
2026-07-09 03:01,Studefi Paris 18e - Évariste Galois,Inconnu,-,<urlopen error timed out>
